"","x","y"
"211641",0.471615524162749,7.35271060051828
"21431",-2.72638688730275,10.7842749858549
"242803",-0.866874249175338,6.78677197152299
"92674",-1.18128459861717,9.49968412956394
"315888",-0.633312275304263,5.46624850386729
"265850",0.795009026445777,6.373546940828
"132437",-1.15433514009359,8.78103190226832
"290056",-0.52551444120992,5.93337245160944
"241769",-1.22620036282315,6.80473827720538
"107611",-0.9387394719049,9.23018954432808
"301994",-0.435682912797968,5.71777678342075
"122839",-2.54672383047884,8.95171180625103
"21722",-0.11228941051494,10.7842749858549
"32625",-0.390767148591992,10.5866456233486
"199685",0.220087244609283,7.56830626870697
"160714",-1.62145908783574,8.2689921903202
"166160",-1.81010529750084,8.17017750906705
"210917",-1.56756017078857,7.36169375335948
"162124",-2.34909446797255,8.24204273179661
"139437",-0.777042720763386,8.65526776249159
"328645",-2.11553249410147,5.23268652999621
"333608",-2.17841456398984,5.14285500158426
"296591",0.139238869038526,5.8165914646739
"124942",-1.51366125374139,8.91577919488625
"151736",-1.90891997875398,8.43068894146171
"293940",-1.35196450259988,5.86150722887988
"11164",-1.19925090429956,10.97292119552
"164102",-2.4389259963845,8.20611012043183
"241090",-2.86113417992068,6.81372143004657
"193150",-0.444666065639163,7.68508725564251
"178744",-0.381783995750797,7.94559868803717
"183047",-1.90891997875398,7.86475031246641
"211872",-1.91790313159518,7.34372744767709
"297526",-0.390767148591992,5.79862515899151
"230785",-1.67535800488291,7.00236763971167
"345066",-1.93586943727757,4.93624248623677
"296048",-0.273986161656454,5.8255746175151
"88179",-1.37891396112347,9.5805325051347
"134345",-1.8729873673892,8.74509929090354
"63690",-2.60062274752601,10.0207069943533
"278047",-1.25314982134673,6.14896811979813
"263739",-0.309918773021235,6.40947955219279
"33491",-1.54061071226498,10.5686793176662
"288094",-0.291952467338845,5.96930506297422
"315392",-0.624329122463068,5.47523165670848
"123484",-1.21721720998195,8.94272865340984
"153163",-2.48384176059048,8.40373948293812
"201198",0.417716607115577,7.54135681018338
"308266",-2.13349879978386,5.60099579648522
"113981",-1.75620638045366,9.11340855739255
"198618",-0.435682912797968,7.58627257438936
"114147",-0.265003008815259,9.11340855739255
"318837",-0.929756319063705,5.41234958682012
"56850",-1.54061071226498,10.14647113413
"187973",-2.30417870376657,7.77491878405446
"91253",-0.552463899733506,9.52663358808753
"217278",-2.46587545490809,7.24491276642394
"322295",-1.1184025287288,5.34946751693175
"254405",0.669244886669043,6.58015945617549
"186472",-2.39401023217853,7.80186824257804
"105499",-2.05265042421311,9.26612215569286
"206519",-0.893823707698924,7.44254212893024
"209814",-2.54672383047884,7.37966005904187
"85206",-1.29806558555271,9.63443142218187
"211563",-0.229070397450478,7.35271060051828
"126988",-0.992638388952071,8.87984658352147
"276957",-2.11553249410147,6.16693442548052
"193428",-2.41197653786092,7.67610410280131
"71208",-2.03468411853072,9.88595970173533
"256252",-0.597379663939482,6.54422684481071
"116214",0.444666065639163,9.07747594602776
"280334",-3.03181408390339,6.10405235559215
"215313",-2.2592629395606,7.28084537778872
"122551",-0.669244886669044,8.96069495909223
"341106",-1.79213899181845,5.00810770896633
"250116",-2.14248195262506,6.65202467890506
"204401",-2.0616335770543,7.47847474029502
"186484",-2.28621239808418,7.80186824257804
"300536",-0.139238869038526,5.74472624194434
"295119",0.309918773021235,5.84354092319749
"113620",-0.534497594051115,9.12239171023374
"211099",0.067373646308964,7.36169375335948
"278456",-2.04366727137191,6.13998496695693
"39491",-1.21721720998195,10.4608814835718
"229877",-0.902806860540119,7.02033394539406
"329763",-1.00162154179327,5.21472022431382
"317893",-0.480598677003944,5.43031589250251
"60743",-2.28621239808418,10.0746059114004
"16006",-2.34909446797255,10.883089667108
"204103",-0.273986161656454,7.48745789313621
"321272",-1.37891396112347,5.36743382261414
"115969",-1.75620638045366,9.07747594602776
"132877",-1.66637485204171,8.77204874942713
"103086",-1.40586341964705,9.31103791989884
"289881",-2.09756618841908,5.93337245160944
"297060",-0.11228941051494,5.80760831183271
"253511",-2.89706679128546,6.58914260901669
"183979",-2.46587545490809,7.84678400678402
"60241",-2.33112816229016,10.0835890642416
"293547",-0.417716607115578,5.87049038172107
"205660",0.31890192586243,7.46050843461263
"78790",-0.893823707698924,9.75121240911741
"76676",-2.02570096568952,9.78714502048219
"130401",-1.58552647647096,8.8169645136331
"284075",-0.678228039510239,6.04117028570378
"115379",-2.59163959468482,9.08645909886896
"338634",-1.67535800488291,5.05302347317231
"69764",-1.61247593499454,9.91290916025892
"138276",-2.27722924524299,8.67323406817398
"153165",-2.46587545490809,8.40373948293812
"179049",-2.10654934126028,7.93661553519597
"46338",-2.21434717535462,10.3351173437951
"179066",-1.95383574295996,7.93661553519597
"172064",-2.34909446797255,8.06237967497271
"317816",-1.17230144577598,5.43031589250251
"17519",-2.15146510546625,10.8561402085844
"145342",-1.3070487383939,8.54746992839725
"245436",0.462632371321554,6.74185620731701
"141316",-1.75620638045366,8.61933515112681
"274393",-2.8252015685559,6.21185018968649
"147932",-0.363817690068406,8.50255416419127
"253145",-1.72027376908888,6.59812576185789
"155700",-2.01671781284833,8.35882371873215
"22635",-0.839924790651753,10.7663086801725
"287102",-0.273986161656454,5.98727136865661
"300035",-0.175171480403307,5.75370939478554
"130398",-1.61247593499454,8.8169645136331
"298574",0.0943231048325495,5.78065885330912
"109549",-1.38789711396466,9.1942569329633
"120889",-2.20536402251343,8.98764441761581
"297027",-0.408733454274382,5.80760831183271
"295952",-1.13636883441119,5.8255746175151
"14018",-2.34909446797255,10.9190222784728
"153363",-0.687211192351434,8.40373948293812
"133806",-2.2502797867194,8.75408244374474
"126411",-1.71129061624769,8.88882973636267
"15967",-2.69943742877916,10.883089667108
"211651",0.561447052574701,7.35271060051828
"244775",-1.01060469463446,6.7508393601582
"278860",-2.87910048560307,6.13100181411573
"313433",-0.363817690068406,5.51116426807326
"7778",-0.363817690068406,11.0358032654083
"106554",-1.5046781009002,9.24815585001047
"265928",-2.96893201401502,6.36456378798681
"125447",-1.44179603101183,8.90679604204506
"274165",-0.408733454274382,6.22083334252769
"285616",-0.229070397450478,6.0142208271802
"77137",-2.34909446797255,9.77816186764099
"32098",-0.660261733827848,10.5956287761898
"153390",-0.444666065639163,8.40373948293812
"11509",-2.56469013616123,10.9639380426788
"141484",-0.247036703132868,8.61933515112681
"242114",-2.59163959468482,6.79575512436418
"56297",-2.04366727137191,10.1554542869712
"79198",-1.6933243105653,9.74222925627621
"255493",-2.95096570833263,6.55320999765191
"19609",-1.23518351566434,10.8202075972196
"299822",-2.08858303557789,5.75370939478554
"204049",-0.759076415080996,7.48745789313621
"250400",0.408733454274382,6.65202467890506
"262481",-2.68147112309677,6.42744585787518
"57240",-2.50180806627287,10.1374879812888
"79854",-0.265003008815259,9.73324610343502
"235305",-1.25314982134673,6.92151926414091
"286528",-0.965688930428486,5.99625452149781
"288979",-1.27111612702912,5.95133875729183
"22457",-2.4389259963845,10.7663086801725
"36530",-1.02857100031685,10.514780400619
"172615",-1.86400421454801,8.05339652213151
"68222",-2.0706167298955,9.93985861878251
"136380",-1.45077918385303,8.70916667953876
"11573",-1.98976835432474,10.9639380426788
"203365",-2.4389259963845,7.49644104597741
"335606",-2.08858303557789,5.10692239021948
"135779",-2.38502707933733,8.71814983237996
"323309",-0.9387394719049,5.33150121124936
"122087",-0.372800842909601,8.96967811193342
"279557",-1.08246991736402,6.12201866127454
"100816",0.52551444120992,9.35595368410482
"284136",-0.130255716197331,6.04117028570378
"180505",-2.42095969070211,7.90966607667239
"316385",-0.633312275304263,5.45726535102609
"129391",-1.72925692193008,8.83493081931549
"26121",-0.777042720763386,10.7034266102841
"243834",-0.534497594051115,6.76880566584059
